topic-id,topic-name,layer,courses,topic-codes,lesson-paths,source-paths
3048,Independence of Discrete Random Variables,72,MML,MML.11.1.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.1. Distributions of Two Discrete Random Variables/Lessons/11.1.4. Independence of Discrete Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.1. Distributions of Two Discrete Random Variables/Source/11.1.4. Independence of Discrete Random Variables
3289,The Gamma Function,72,MML,MML.10.6.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Lessons/10.6.4. The Gamma Function.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Source/10.6.4. The Gamma Function
3647,Many-to-One Transformations of Discrete Random Variables,72,MML,MML.10.3.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.3. Transformations of Random Variables/Lessons/10.3.2. Many-to-One Transformations of Discrete Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.3. Transformations of Random Variables/Source/10.3.2. Many-to-One Transformations of Discrete Random Variables
4096,Computing Partial Derivatives Using the Rules of Differentiation,72,MML,MML.9.2.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Lessons/9.2.6. Computing Partial Derivatives Using the Rules of Differentiation.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Source/9.2.6. Computing Partial Derivatives Using the Rules of Differentiation
4100,Continuous Random Variables Over Infinite Domains,72,MML,MML.10.2.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.2. Random Variables/Lessons/10.2.3. Continuous Random Variables Over Infinite Domains.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.2. Random Variables/Source/10.2.3. Continuous Random Variables Over Infinite Domains
4208,Intersections of Lines and Planes With Surfaces,72,MML,MML.9.1.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.1. Quadric Surfaces and Cylinders/Lessons/9.1.6. Intersections of Lines and Planes With Surfaces.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.1. Quadric Surfaces and Cylinders/Source/9.1.6. Intersections of Lines and Planes With Surfaces
1730,The Invertible Matrix Theorem in Terms of 2x2 Systems of Equations,73,MML,MML.3.4.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/3. Vectors and Matrices/3.4. The Inverse of a Matrix/Lessons/3.4.4. The Invertible Matrix Theorem in Terms of 2x2 Systems of Equations.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/3. Vectors and Matrices/3.4. The Inverse of a Matrix/Source/3.4.4. The Invertible Matrix Theorem in Terms of 2x2 Systems of Equations
1868,The Dimension of the Null Space of a Matrix,73,MML,MML.4.4.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/4. Vector Spaces/4.4. Dimension and Rank in N-Dimensional Space/Lessons/4.4.3. The Dimension of the Null Space of a Matrix.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/4. Vector Spaces/4.4. Dimension and Rank in N-Dimensional Space/Source/4.4.3. The Dimension of the Null Space of a Matrix
1928,The Change-of-Coordinates Matrix,73,MML,MML.4.3.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/4. Vector Spaces/4.3. Bases of N-Dimensional Space/Lessons/4.3.6. The Change-of-Coordinates Matrix.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/4. Vector Spaces/4.3. Bases of N-Dimensional Space/Source/4.3.6. The Change-of-Coordinates Matrix
1932,Partial Differentiability of Multivariable Functions,73,MML,MML.9.2.8,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Lessons/9.2.8. Partial Differentiability of Multivariable Functions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Source/9.2.8. Partial Differentiability of Multivariable Functions
1955,Geometric Interpretations of Partial Derivatives,73,MML,MML.9.2.7,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Lessons/9.2.7. Geometric Interpretations of Partial Derivatives.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Source/9.2.7. Geometric Interpretations of Partial Derivatives
1978,Level Surfaces,73,MML,MML.9.2.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Lessons/9.2.3. Level Surfaces.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Source/9.2.3. Level Surfaces
1980,Tangent Planes to Surfaces,73,MML,MML.9.2.11,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Lessons/9.2.11. Tangent Planes to Surfaces.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Source/9.2.11. Tangent Planes to Surfaces
1999,The Jacobian,73,MML,MML.9.4.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.4. Differentiation/Lessons/9.4.1. The Jacobian.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.4. Differentiation/Source/9.4.1. The Jacobian
2000,Properties of Double Integrals,73,MML,MML.9.7.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.7. Double Integrals/Lessons/9.7.3. Properties of Double Integrals.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.7. Double Integrals/Source/9.7.3. Properties of Double Integrals
2096,Inner Product Spaces,73,MML,MML.6.1.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.1. Inner Products/Lessons/6.1.6. Inner Product Spaces.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.1. Inner Products/Source/6.1.6. Inner Product Spaces
2127,The Gram-Schmidt Process for Two Vectors,73,MML,MML.6.3.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.3. Orthogonal Projections/Lessons/6.3.6. The Gram-Schmidt Process for Two Vectors.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.3. Orthogonal Projections/Source/6.3.6. The Gram-Schmidt Process for Two Vectors
2163,Cumulative Distribution Functions for Continuous Random Variables,73,MML,MML.10.2.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.2. Random Variables/Lessons/10.2.4. Cumulative Distribution Functions for Continuous Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.2. Random Variables/Source/10.2.4. Cumulative Distribution Functions for Continuous Random Variables
2825,The Components of a Vector with Respect to an Orthogonal or Orthonormal Basis,73,MML,MML.6.3.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.3. Orthogonal Projections/Lessons/6.3.2. The Components of a Vector with Respect to an Orthogonal or Orthonormal Basis.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.3. Orthogonal Projections/Source/6.3.2. The Components of a Vector with Respect to an Orthogonal or Orthonormal Basis
3173,The Multivariable Chain Rule,73,MML,MML.9.2.13,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Lessons/9.2.13. The Multivariable Chain Rule.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Source/9.2.13. The Multivariable Chain Rule
3292,Expected Values of Sums and Products of Random Variables,73,MML,MML.11.3.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Lessons/11.3.1. Expected Values of Sums and Products of Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Source/11.3.1. Expected Values of Sums and Products of Random Variables
3642,Moments of Discrete Random Variables,73,MML,MML.10.4.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Lessons/10.4.3. Moments of Discrete Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Source/10.4.3. Moments of Discrete Random Variables
4012,Expected Values of Continuous Random Variables,73,MML,MML.10.4.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Lessons/10.4.6. Expected Values of Continuous Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Source/10.4.6. Expected Values of Continuous Random Variables
1335,The Rule of the Lazy Statistician,74,MML,MML.10.4.9,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Lessons/10.4.9. The Rule of the Lazy Statistician.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Source/10.4.9. The Rule of the Lazy Statistician
1388,Variance of Discrete Random Variables,74,MML,MML.10.4.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Lessons/10.4.4. Variance of Discrete Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Source/10.4.4. Variance of Discrete Random Variables
1869,"The Invertible Matrix Theorem in Terms of Dimension, Rank and Nullity",74,MML,MML.4.4.4,"vault/MA/Mathematical-Methods-for-Machine-Learning/MML/4. Vector Spaces/4.4. Dimension and Rank in N-Dimensional Space/Lessons/4.4.4. The Invertible Matrix Theorem in Terms of Dimension, Rank and Nullity.md","vault/MA/Mathematical-Methods-for-Machine-Learning/MML/4. Vector Spaces/4.4. Dimension and Rank in N-Dimensional Space/Source/4.4.4. The Invertible Matrix Theorem in Terms of Dimension, Rank and Nullity"
1934,The Gradient Vector,74,MML,MML.9.3.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.3. Vector-Valued Functions/Lessons/9.3.3. The Gradient Vector.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.3. Vector-Valued Functions/Source/9.3.3. The Gradient Vector
2123,Projecting Vectors Onto Subspaces in Euclidean Spaces (Orthogonal Bases),74,MML,MML.6.3.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.3. Orthogonal Projections/Lessons/6.3.3. Projecting Vectors Onto Subspaces in Euclidean Spaces (Orthogonal Bases).md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.3. Orthogonal Projections/Source/6.3.3. Projecting Vectors Onto Subspaces in Euclidean Spaces (Orthogonal Bases)
2151,Double Integrals Over Type I Regions,74,MML,MML.9.7.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.7. Double Integrals/Lessons/9.7.5. Double Integrals Over Type I Regions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.7. Double Integrals/Source/9.7.5. Double Integrals Over Type I Regions
2980,The Sample Mean,74,MML,MML.12.1.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Lessons/12.1.1. The Sample Mean.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Source/12.1.1. The Sample Mean
2987,Moments of Continuous Random Variables,74,MML,MML.10.4.7,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Lessons/10.4.7. Moments of Continuous Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Source/10.4.7. Moments of Continuous Random Variables
3003,Conditional Distributions for Discrete Random Variables,74,MML,MML.11.1.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.1. Distributions of Two Discrete Random Variables/Lessons/11.1.5. Conditional Distributions for Discrete Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.1. Distributions of Two Discrete Random Variables/Source/11.1.5. Conditional Distributions for Discrete Random Variables
3055,The Distribution Function Method,74,MML,MML.10.3.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.3. Transformations of Random Variables/Lessons/10.3.3. The Distribution Function Method.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.3. Transformations of Random Variables/Source/10.3.3. The Distribution Function Method
3269,Modeling With Discrete Uniform Distributions,74,MML,MML.10.5.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.5. Discrete Probability Distributions/Lessons/10.5.6. Modeling With Discrete Uniform Distributions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.5. Discrete Probability Distributions/Source/10.5.6. Modeling With Discrete Uniform Distributions
3867,Simulating Random Observations,74,MML,MML.10.2.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.2. Random Variables/Lessons/10.2.6. Simulating Random Observations.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.2. Random Variables/Source/10.2.6. Simulating Random Observations
4149,The Inverse Function Theorem,74,MML,MML.9.4.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.4. Differentiation/Lessons/9.4.2. The Inverse Function Theorem.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.4. Differentiation/Source/9.4.2. The Inverse Function Theorem
990,Calculating the Eigenvalues of a 2x2 Matrix,75,MML,MML.5.1.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Lessons/5.1.2. Calculating the Eigenvalues of a 2x2 Matrix.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Source/5.1.2. Calculating the Eigenvalues of a 2x2 Matrix
1933,Higher-Order Partial Derivatives,75,MML,MML.9.2.9,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Lessons/9.2.9. Higher-Order Partial Derivatives.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Source/9.2.9. Higher-Order Partial Derivatives
1936,The Multivariable Chain Rule in Vector Form,75,MML,MML.9.3.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.3. Vector-Valued Functions/Lessons/9.3.6. The Multivariable Chain Rule in Vector Form.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.3. Vector-Valued Functions/Source/9.3.6. The Multivariable Chain Rule in Vector Form
1937,Linearization of Multivariable Functions,75,MML,MML.9.2.12,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Lessons/9.2.12. Linearization of Multivariable Functions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Source/9.2.12. Linearization of Multivariable Functions
1938,Directional Derivatives,75,MML,MML.9.3.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.3. Vector-Valued Functions/Lessons/9.3.5. Directional Derivatives.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.3. Vector-Valued Functions/Source/9.3.5. Directional Derivatives
1939,The Gradient as a Normal Vector,75,MML,MML.9.3.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.3. Vector-Valued Functions/Lessons/9.3.4. The Gradient as a Normal Vector.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.3. Vector-Valued Functions/Source/9.3.4. The Gradient as a Normal Vector
2058,The Jacobian of a Three-Dimensional Transformation,75,MML,MML.9.4.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.4. Differentiation/Lessons/9.4.3. The Jacobian of a Three-Dimensional Transformation.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.4. Differentiation/Source/9.4.3. The Jacobian of a Three-Dimensional Transformation
2124,Projecting Vectors Onto Subspaces in Euclidean Spaces (Arbitrary Bases),75,MML,MML.6.3.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.3. Orthogonal Projections/Lessons/6.3.4. Projecting Vectors Onto Subspaces in Euclidean Spaces (Arbitrary Bases).md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.3. Orthogonal Projections/Source/6.3.4. Projecting Vectors Onto Subspaces in Euclidean Spaces (Arbitrary Bases)
2152,Double Integrals Over Type II Regions,75,MML,MML.9.7.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.7. Double Integrals/Lessons/9.7.6. Double Integrals Over Type II Regions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.7. Double Integrals/Source/9.7.6. Double Integrals Over Type II Regions
3028,Properties of Variance for Discrete Random Variables,75,MML,MML.10.4.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Lessons/10.4.5. Properties of Variance for Discrete Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Source/10.4.5. Properties of Variance for Discrete Random Variables
3053,Conditional Expectation for Discrete Random Variables,75,MML,MML.11.3.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Lessons/11.3.4. Conditional Expectation for Discrete Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Source/11.3.4. Conditional Expectation for Discrete Random Variables
3056,The Change-of-Variables Method for Continuous Random Variables,75,MML,MML.10.3.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.3. Transformations of Random Variables/Lessons/10.3.4. The Change-of-Variables Method for Continuous Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.3. Transformations of Random Variables/Source/10.3.4. The Change-of-Variables Method for Continuous Random Variables
3071,The Bernoulli Distribution,75,MML,MML.10.5.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.5. Discrete Probability Distributions/Lessons/10.5.1. The Bernoulli Distribution.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.5. Discrete Probability Distributions/Source/10.5.1. The Bernoulli Distribution
3074,The Exponential Distribution,75,MML,MML.10.6.7,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Lessons/10.6.7. The Exponential Distribution.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Source/10.6.7. The Exponential Distribution
3402,Mean and Variance of the Discrete Uniform Distribution,75,MML,MML.10.5.7,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.5. Discrete Probability Distributions/Lessons/10.5.7. Mean and Variance of the Discrete Uniform Distribution.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.5. Discrete Probability Distributions/Source/10.5.7. Mean and Variance of the Discrete Uniform Distribution
3637,The Distribution Function Method With Many-to-One Transformations,75,MML,MML.10.3.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.3. Transformations of Random Variables/Lessons/10.3.5. The Distribution Function Method With Many-to-One Transformations.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.3. Transformations of Random Variables/Source/10.3.5. The Distribution Function Method With Many-to-One Transformations
3836,The Rank-Nullity Theorem,75,MML,MML.4.4.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/4. Vector Spaces/4.4. Dimension and Rank in N-Dimensional Space/Lessons/4.4.5. The Rank-Nullity Theorem.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/4. Vector Spaces/4.4. Dimension and Rank in N-Dimensional Space/Source/4.4.5. The Rank-Nullity Theorem
3864,Sampling Distributions,75,MML,MML.12.1.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Lessons/12.1.2. Sampling Distributions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Source/12.1.2. Sampling Distributions
991,Calculating the Eigenvectors of a 2x2 Matrix,76,MML,MML.5.1.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Lessons/5.1.3. Calculating the Eigenvectors of a 2x2 Matrix.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Source/5.1.3. Calculating the Eigenvectors of a 2x2 Matrix
1910,Changing a Basis Using the Change-of-Coordinates Matrix,76,MML,MML.4.3.7,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/4. Vector Spaces/4.3. Bases of N-Dimensional Space/Lessons/4.3.7. Changing a Basis Using the Change-of-Coordinates Matrix.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/4. Vector Spaces/4.3. Bases of N-Dimensional Space/Source/4.3.7. Changing a Basis Using the Change-of-Coordinates Matrix
1957,Equality of Mixed Partial Derivatives,76,MML,MML.9.2.10,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Lessons/9.2.10. Equality of Mixed Partial Derivatives.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.2. Partial Derivatives/Source/9.2.10. Equality of Mixed Partial Derivatives
1964,The Characteristic Equation of a Matrix,76,MML,MML.5.1.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Lessons/5.1.4. The Characteristic Equation of a Matrix.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Source/5.1.4. The Characteristic Equation of a Matrix
2838,Modeling With the Poisson Distribution,76,MML,MML.10.5.9,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.5. Discrete Probability Distributions/Lessons/10.5.9. Modeling With the Poisson Distribution.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.5. Discrete Probability Distributions/Source/10.5.9. Modeling With the Poisson Distribution
2988,Variance of Continuous Random Variables,76,MML,MML.10.4.8,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Lessons/10.4.8. Variance of Continuous Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Source/10.4.8. Variance of Continuous Random Variables
3052,Joint Distributions for Continuous Random Variables,76,MML,MML.11.2.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.2. Distributions of Two Continuous Random Variables/Lessons/11.2.1. Joint Distributions for Continuous Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.2. Distributions of Two Continuous Random Variables/Source/11.2.1. Joint Distributions for Continuous Random Variables
3062,Variance of Sums of Independent Random Variables,76,MML,MML.11.3.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Lessons/11.3.2. Variance of Sums of Independent Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Source/11.3.2. Variance of Sums of Independent Random Variables
3118,Symmetric Matrices,76,MML,MML.5.2.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Lessons/5.2.5. Symmetric Matrices.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/5. Diagonalization of Matrices/5.2. Diagonalization/Source/5.2.5. Symmetric Matrices
3603,Likelihood Functions for Discrete Probability Distributions,76,MML,MML.12.2.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.2. Maximum Likelihood/Lessons/12.2.3. Likelihood Functions for Discrete Probability Distributions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.2. Maximum Likelihood/Source/12.2.3. Likelihood Functions for Discrete Probability Distributions
3818,Projecting Vectors Onto Subspaces in Euclidean Spaces (Arbitrary Bases): Applications,76,MML,MML.6.3.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.3. Orthogonal Projections/Lessons/6.3.5. Projecting Vectors Onto Subspaces in Euclidean Spaces (Arbitrary Bases)- Applications.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/6. Orthogonality & Projections/6.3. Orthogonal Projections/Source/6.3.5. Projecting Vectors Onto Subspaces in Euclidean Spaces (Arbitrary Bases)- Applications
3926,Conditional Variance for Discrete Random Variables,76,MML,MML.11.3.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Lessons/11.3.5. Conditional Variance for Discrete Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/11. Combining Random Variables/11.3. Expectation for Joint Distributions/Source/11.3.5. Conditional Variance for Discrete Random Variables
4169,The Derivative of a Multivariable Function,76,MML,MML.9.4.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.4. Differentiation/Lessons/9.4.4. The Derivative of a Multivariable Function.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/9. Multivariable Calculus/9.4. Differentiation/Source/9.4.4. The Derivative of a Multivariable Function
5997,The Law of Total Expectation for Discrete Random Variables,76,MML,MML.10.4.10,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Lessons/10.4.10. The Law of Total Expectation for Discrete Random Variables.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.4. Expectation/Source/10.4.10. The Law of Total Expectation for Discrete Random Variables
791,The Continuous Uniform Distribution,77,MML,MML.10.6.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Lessons/10.6.1. The Continuous Uniform Distribution.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Source/10.6.1. The Continuous Uniform Distribution
