row-order,course,course-code,course-profile-mastery-percent,unit,module,topic-id,topic-code,topic-number,topic-name,course-map-index,layer,profile-role,relation-to-334,pre-334-order,min-steps-to-334,max-steps-to-334,direct-prerequisite-ids,direct-profile-topic-ids,estimated-remaining-topic-weight,completed,last-completed-at,mastery-status,mastery-evidence,queue-position,queue-course,queue-prerequisite-for
357,5th Grade Math,5GM,,8. Measurement & Data,8.2. Coordinates,2410,5GM.8.2.1,8.2.1,Describing the Coordinate Plane,119,0,calculus-ii-prerequisite,blocker,7,12,25,,,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
358,5th Grade Math,5GM,,9. Geometry,9.2. 2D Shapes,2470,5GM.9.2.1,9.2.1,Polygons,129,0,calculus-ii-prerequisite,blocker,8,14,25,,,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
359,6th Grade Math,6GM,,5. The Number System- Rational Numbers,5.4. Exponents,2314,6GM.5.4.1,5.4.1,Introduction to Exponents,86,0,calculus-ii-prerequisite,blocker,9,14,29,,,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
360,Prealgebra,PAL,,4. Algebraic Expressions,4.1. Algebraic Expressions,63,PAL.4.1.1,4.1.1,Introduction to Algebraic Expressions,91,0,calculus-ii-prerequisite,blocker,10,12,32,,,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
361,4th Grade Math,4GM,,1. Operations & Algebraic Thinking,1.1. Operations on Numbers,3953,4GM.1.1.1,1.1.1,Evaluating Expressions Involving Addition and Multiplication,1,1,calculus-ii-prerequisite,blocker,11,14,43,122,122,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
362,4th Grade Math,4GM,,1. Operations & Algebraic Thinking,1.2. Thinking Algebraically,3874,4GM.1.2.1,1.2.1,Interpreting Multiplication Equations as a Comparison,5,1,calculus-ii-prerequisite,blocker,12,15,43,122,122,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
363,4th Grade Math,4GM,,2. The Number System,2.1. Place Value,3890,4GM.2.1.2,2.1.2,Place Value With Numbers Up to Seven Digits,11,1,calculus-ii-prerequisite,blocker,13,14,56,2312,2312,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
364,4th Grade Math,4GM,,4. Multiplication,"4.1. Factors, Products, and Multiples",3942,4GM.4.1.2,4.1.2,The Factors of a Number,39,1,calculus-ii-prerequisite,blocker,14,13,48,122;3888,122;3888,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
365,4th Grade Math,4GM,,5. Division,5.1. Dividing Whole Numbers,2390,4GM.5.1.4,5.1.4,"Dividends, Divisors, Quotients, and Remainders",61,1,calculus-ii-prerequisite,blocker,15,14,42,3888,3888,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
366,4th Grade Math,4GM,,6. Fractions & Decimals,6.1. Fractions,7003,4GM.6.1.2,6.1.2,Modeling Fractions Using Number Lines,75,1,calculus-ii-prerequisite,blocker,16,14,47,2366,2366,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
367,5th Grade Math,5GM,,4. Multiplying & Dividing Fractions,4.2. Dividing Fractions,529,5GM.4.2.2,4.2.2,Dividing Whole Numbers by Unit Fractions Using Models,55,1,calculus-ii-prerequisite,blocker,17,12,35,2366,2366,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
368,Prealgebra,PAL,,1. Ratios & Percentages,1.1. Ratios,534,PAL.1.1.1,1.1.1,Introduction to Ratios,1,1,calculus-ii-prerequisite,blocker,18,13,24,2470,2470,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
369,Prealgebra,PAL,,4. Algebraic Expressions,4.1. Algebraic Expressions,3721,PAL.4.1.2,4.1.2,Constructing Algebraic Expressions,92,1,calculus-ii-prerequisite,blocker,19,11,31,63,63,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
370,4th Grade Math,4GM,,2. The Number System,2.1. Place Value,3885,4GM.2.1.3,2.1.3,Writing Whole Numbers in Words,12,2,calculus-ii-prerequisite,blocker,20,14,47,3890,3890,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
371,4th Grade Math,4GM,,2. The Number System,2.1. Place Value,2320,4GM.2.1.5,2.1.5,Converting From Standard Form to Expanded Form,14,2,calculus-ii-prerequisite,blocker,21,16,55,3890,3890,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
372,4th Grade Math,4GM,,2. The Number System,2.2. Comparing Whole Numbers,2324,4GM.2.2.2,2.2.2,Comparing Whole Numbers,20,2,calculus-ii-prerequisite,blocker,22,13,42,3890,3890,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
373,4th Grade Math,4GM,,4. Multiplication,"4.1. Factors, Products, and Multiples",2439,4GM.4.1.7,4.1.7,Greatest Common Factors,44,2,calculus-ii-prerequisite,blocker,23,12,44,3942,3942,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
374,4th Grade Math,4GM,,5. Division,5.1. Dividing Whole Numbers,3949,4GM.5.1.3,5.1.3,Finding Remainders,60,2,calculus-ii-prerequisite,blocker,24,14,42,3877;3888;3953,3877;3888;3953,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
375,4th Grade Math,4GM,,6. Fractions & Decimals,6.2. Improper Fractions and Mixed Numbers,2367,4GM.6.2.1,6.2.1,Improper Fractions,79,2,calculus-ii-prerequisite,blocker,25,14,45,2366;7003,2366;7003,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
376,4th Grade Math,4GM,,6. Fractions & Decimals,6.3. Equivalent Fractions,2368,4GM.6.3.1,6.3.1,Finding Equivalent Fractions Using Area Models,85,2,calculus-ii-prerequisite,blocker,26,14,45,2366;7003,2366;7003,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
377,5th Grade Math,5GM,,1. The Number System,1.1. Whole Number Expressions,2397,5GM.1.1.1,1.1.1,Evaluating Whole Number Expressions,1,2,calculus-ii-prerequisite,blocker,27,13,31,3923;3953,3923;3953,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
378,Prealgebra,PAL,,1. Ratios & Percentages,1.1. Ratios,553,PAL.1.1.2,1.1.2,Equivalent Ratios,2,2,calculus-ii-prerequisite,blocker,28,12,23,534;3942,534;3942,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
379,Prealgebra,PAL,,2. The Number System,2.3. Number Theory,840,PAL.2.3.4,2.3.4,Prime and Composite Numbers,51,2,calculus-ii-prerequisite,blocker,29,14,20,3942,3942,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
380,Prealgebra,PAL,,4. Algebraic Expressions,4.1. Algebraic Expressions,643,PAL.4.1.5,4.1.5,Identifying Terms in Linear Expressions,95,2,calculus-ii-prerequisite,blocker,30,13,30,3721,3721,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
381,4th Grade Math,4GM,,2. The Number System,2.1. Place Value,3921,4GM.2.1.7,2.1.7,Equivalent Place Value Representations,16,3,calculus-ii-prerequisite,blocker,31,15,54,2320,2320,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
382,4th Grade Math,4GM,,2. The Number System,2.2. Comparing Whole Numbers,3919,4GM.2.2.3,2.2.3,Comparing Whole Numbers Using Place Value,21,3,calculus-ii-prerequisite,blocker,32,12,41,2324,2324,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
383,4th Grade Math,4GM,,6. Fractions & Decimals,6.2. Improper Fractions and Mixed Numbers,3893,4GM.6.2.2,6.2.2,Models for Mixed Numbers,80,3,calculus-ii-prerequisite,blocker,33,13,43,2367,2367,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
384,4th Grade Math,4GM,,6. Fractions & Decimals,6.3. Equivalent Fractions,2363,4GM.6.3.2,6.3.2,Equivalent Fractions,86,3,calculus-ii-prerequisite,blocker,34,13,44,2367;2368;3942,2367;2368;3942,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
385,5th Grade Math,5GM,,1. The Number System,1.1. Whole Number Expressions,2398,5GM.1.1.2,1.1.2,Evaluating Whole Number Expressions With Parentheses,2,3,calculus-ii-prerequisite,blocker,35,12,30,2397,2397,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
386,4th Grade Math,4GM,,2. The Number System,2.1. Place Value,3941,4GM.2.1.8,2.1.8,More on Equivalent Place Value Representations,17,4,calculus-ii-prerequisite,blocker,36,14,50,3921,3921,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
387,4th Grade Math,4GM,,3. Addition & Subtraction,3.1. Adding Whole Numbers,3875,4GM.3.1.1,3.1.1,Adding Two-Digit Whole Numbers,25,4,calculus-ii-prerequisite,blocker,37,16,53,3921,3921,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
388,4th Grade Math,4GM,,6. Fractions & Decimals,6.2. Improper Fractions and Mixed Numbers,7008,4GM.6.2.3,6.2.3,Modeling Mixed Numbers Using Number Lines,81,4,calculus-ii-prerequisite,blocker,38,13,42,3893,3893,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
389,4th Grade Math,4GM,,6. Fractions & Decimals,6.3. Equivalent Fractions,2364,4GM.6.3.4,6.3.4,Writing Fractions in Lowest Terms,88,4,calculus-ii-prerequisite,blocker,39,12,43,2363;2439,2363;2439,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
390,5th Grade Math,5GM,,1. The Number System,1.1. Whole Number Expressions,2396,5GM.1.1.3,1.1.3,Creating and Interpreting Whole Number Expressions,3,4,calculus-ii-prerequisite,blocker,40,16,22,2398,2398,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
391,Prealgebra,PAL,,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,2441,PAL.4.2.9,4.2.9,Factoring Numerical Expressions,106,4,calculus-ii-prerequisite,blocker,41,11,16,2398;2439,2398;2439,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
392,4th Grade Math,4GM,,2. The Number System,2.1. Place Value,3954,4GM.2.1.9,2.1.9,Equivalent Place Value Representations and Borrowing,18,5,calculus-ii-prerequisite,blocker,42,17,46,3941,3941,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
393,4th Grade Math,4GM,,3. Addition & Subtraction,3.1. Adding Whole Numbers,3910,4GM.3.1.2,3.1.2,Adding Three-Digit and Two-Digit Numbers,26,5,calculus-ii-prerequisite,blocker,43,15,52,3875,3875,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
394,4th Grade Math,4GM,,4. Multiplication,4.2. Multiplying Whole Numbers,3587,4GM.4.2.1,4.2.1,"Multiplying by 10, 100, and 1,000 Using Place Value",45,5,calculus-ii-prerequisite,blocker,44,13,49,3941,3941,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
395,4th Grade Math,4GM,,6. Fractions & Decimals,6.1. Fractions,2409,4GM.6.1.5,6.1.5,Interpreting Fractions as Division,78,5,calculus-ii-prerequisite,blocker,45,13,41,2364;2390,2364;2390,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
396,4th Grade Math,4GM,,6. Fractions & Decimals,6.5. Adding Fractions,2370,4GM.6.5.1,6.5.1,Adding Fractions With Like Denominators Using Models,94,5,calculus-ii-prerequisite,blocker,46,14,39,2364,2364,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
397,Prealgebra,PAL,,1. Ratios & Percentages,1.1. Ratios,552,PAL.1.1.3,1.1.3,Writing Ratios Using Fractions,3,5,calculus-ii-prerequisite,blocker,47,11,22,553;2364,553;2364,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
398,4th Grade Math,4GM,,3. Addition & Subtraction,3.1. Adding Whole Numbers,3911,4GM.3.1.3,3.1.3,Adding Three-Digit Numbers,27,6,calculus-ii-prerequisite,blocker,48,16,51,3910,3910,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
399,4th Grade Math,4GM,,3. Addition & Subtraction,3.2. Subtracting Whole Numbers,3876,4GM.3.2.1,3.2.1,Subtracting Two-Digit Numbers,32,6,calculus-ii-prerequisite,blocker,49,16,45,3954,3954,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
400,4th Grade Math,4GM,,4. Multiplication,4.2. Multiplying Whole Numbers,2338,4GM.4.2.2,4.2.2,"Multiplying by 10, 100, and 1,000 Using the Pattern of Zeros",46,6,calculus-ii-prerequisite,blocker,50,12,48,3587,3587,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
401,4th Grade Math,4GM,,6. Fractions & Decimals,6.7. Multiplying Fractions,564,4GM.6.7.1,6.7.1,Multiplying Unit Fractions by Whole Numbers Using Models,106,6,calculus-ii-prerequisite,blocker,51,13,38,122;2370,122;2370,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
402,5th Grade Math,5GM,,3. Adding & Subtracting Fractions,3.1. Adding and Subtracting Fractions and Whole Numbers,543,5GM.3.1.1,3.1.1,Adding Fractions and Whole Numbers Using Models,28,6,calculus-ii-prerequisite,blocker,52,16,38,2370;3893,2370;3893,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
403,4th Grade Math,4GM,,2. The Number System,2.2. Comparing Whole Numbers,2313,4GM.2.2.1,2.2.1,Comparing Place Values,19,7,calculus-ii-prerequisite,blocker,53,14,42,2338;3874,2338;3874,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
404,4th Grade Math,4GM,,3. Addition & Subtraction,3.1. Adding Whole Numbers,3912,4GM.3.1.4,3.1.4,Adding Numbers Up to Five Digits,28,7,calculus-ii-prerequisite,blocker,54,15,50,3911,3911,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
405,4th Grade Math,4GM,,3. Addition & Subtraction,3.2. Subtracting Whole Numbers,3906,4GM.3.2.2,3.2.2,Subtracting Two-Digit Numbers From Three-Digit Numbers,33,7,calculus-ii-prerequisite,blocker,55,16,44,3876,3876,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
406,4th Grade Math,4GM,,4. Multiplication,4.2. Multiplying Whole Numbers,3924,4GM.4.2.3,4.2.3,Rewriting Numbers Ending in Zeros,47,7,calculus-ii-prerequisite,blocker,56,16,44,2338,2338,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
407,4th Grade Math,4GM,,4. Multiplication,4.2. Multiplying Whole Numbers,488,4GM.4.2.4,4.2.4,Multiplying Whole Numbers Ending in Zeros,48,7,calculus-ii-prerequisite,blocker,57,15,47,2338,2338,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
408,4th Grade Math,4GM,,5. Division,5.1. Dividing Whole Numbers,3882,4GM.5.1.7,5.1.7,"Dividing by 10, 100, and 1,000 Using the Pattern of Zeros",64,7,calculus-ii-prerequisite,blocker,58,13,38,2338;3877,2338;3877,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
409,4th Grade Math,4GM,,6. Fractions & Decimals,6.7. Multiplying Fractions,3968,4GM.6.7.2,6.7.2,Multiplying Fractions by Whole Numbers Using Models,107,7,calculus-ii-prerequisite,blocker,59,13,37,564,564,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
410,5th Grade Math,5GM,,3. Adding & Subtracting Fractions,3.1. Adding and Subtracting Fractions and Whole Numbers,544,5GM.3.1.3,3.1.3,Subtracting Fractions and Whole Numbers Using Models,30,7,calculus-ii-prerequisite,blocker,60,15,37,543,543,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
411,5th Grade Math,5GM,,4. Multiplying & Dividing Fractions,4.2. Dividing Fractions,528,5GM.4.2.4,4.2.4,Dividing Unit Fractions by Whole Numbers Using Models,57,7,calculus-ii-prerequisite,blocker,61,12,34,564,564,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
412,4th Grade Math,4GM,,3. Addition & Subtraction,3.1. Adding Whole Numbers,3913,4GM.3.1.5,3.1.5,Adding Numbers Up to Seven Digits,29,8,calculus-ii-prerequisite,blocker,62,14,49,3912,3912,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
413,4th Grade Math,4GM,,3. Addition & Subtraction,3.2. Subtracting Whole Numbers,3907,4GM.3.2.3,3.2.3,Subtracting Three-Digit Numbers,34,8,calculus-ii-prerequisite,blocker,63,15,43,3906,3906,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
414,4th Grade Math,4GM,,4. Multiplication,4.3. Multiplying Whole Numbers Using Models,2415,4GM.4.3.1,4.3.1,Two-Digit by One-Digit Multiplication Using Area Models,52,8,calculus-ii-prerequisite,blocker,64,14,46,122;488;3910,122;488;3910,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
415,4th Grade Math,4GM,,5. Division,5.1. Dividing Whole Numbers,3886,4GM.5.1.9,5.1.9,Dividing Numbers Using Place-Value Strategies,66,8,calculus-ii-prerequisite,blocker,65,15,43,3923;3924,3923;3924,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
416,5th Grade Math,5GM,,2. Multiplying & Dividing Whole Numbers,2.1. Multiplying Whole Numbers,2322,5GM.2.1.1,2.1.1,Multiplying Numbers by Powers of Ten Using Place Value,10,8,calculus-ii-prerequisite,blocker,66,13,41,2313,2313,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
417,5th Grade Math,5GM,,4. Multiplying & Dividing Fractions,4.1. Multiplying Fractions,565,5GM.4.1.1,4.1.1,Multiplying Fractions by Unit Fractions Using Models,42,8,calculus-ii-prerequisite,blocker,67,13,36,3968,3968,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
418,6th Grade Math,6GM,,3. The Number System- Dividing Fractions,3.1. Dividing Fractions and Whole Numbers,2436,6GM.3.1.3,3.1.3,Dividing Fractions by Whole Numbers Using Models,42,8,calculus-ii-prerequisite,blocker,68,11,33,528,528,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
419,4th Grade Math,4GM,,3. Addition & Subtraction,3.1. Adding Whole Numbers,3881,4GM.3.1.6,3.1.6,Adding Three Multi-Digit Numbers,30,9,calculus-ii-prerequisite,blocker,69,13,48,3913,3913,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
420,4th Grade Math,4GM,,3. Addition & Subtraction,3.2. Subtracting Whole Numbers,3908,4GM.3.2.4,3.2.4,Subtracting Numbers Up to Five Digits,35,9,calculus-ii-prerequisite,blocker,70,15,42,3890;3907,3890;3907,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
421,4th Grade Math,4GM,,4. Multiplication,4.3. Multiplying Whole Numbers Using Models,2416,4GM.4.3.3,4.3.3,Two-Digit by One-Digit Multiplication Using Place Value,54,9,calculus-ii-prerequisite,blocker,71,13,45,2415,2415,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
422,5th Grade Math,5GM,,4. Multiplying & Dividing Fractions,4.1. Multiplying Fractions,3079,5GM.4.1.2,4.1.2,Multiplying Fractions Using Models,43,9,calculus-ii-prerequisite,blocker,72,12,35,565,565,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
423,4th Grade Math,4GM,,3. Addition & Subtraction,3.2. Subtracting Whole Numbers,3909,4GM.3.2.5,3.2.5,Subtracting Numbers Up to Seven Digits,36,10,calculus-ii-prerequisite,blocker,73,18,38,3908,3908,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
424,4th Grade Math,4GM,,4. Multiplication,"4.1. Factors, Products, and Multiples",2206,4GM.4.1.4,4.1.4,The Multiples of a Number,41,10,calculus-ii-prerequisite,blocker,74,12,47,3881;3942,3881;3942,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
425,4th Grade Math,4GM,,4. Multiplication,4.3. Multiplying Whole Numbers Using Models,2393,4GM.4.3.2,4.3.2,Multi-Digit by One-Digit Multiplication Using Area Models,53,10,calculus-ii-prerequisite,blocker,75,14,45,2415;3881,2415;3881,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
426,4th Grade Math,4GM,,4. Multiplication,4.3. Multiplying Whole Numbers Using Models,2418,4GM.4.3.5,4.3.5,Two-Digit by Two-Digit Multiplication Using Area Models,56,10,calculus-ii-prerequisite,blocker,76,14,40,2415;3881,2415;3881,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
427,5th Grade Math,5GM,,2. Multiplying & Dividing Whole Numbers,2.1. Multiplying Whole Numbers,2392,5GM.2.1.2,2.1.2,Two-Digit by One-Digit Multiplication,11,10,calculus-ii-prerequisite,blocker,77,12,39,2416,2416,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
428,4th Grade Math,4GM,,2. The Number System,2.2. Comparing Whole Numbers,3883,4GM.2.2.4,2.2.4,Rounding Down Whole Numbers,22,11,calculus-ii-prerequisite,blocker,78,11,40,2206;2338;3919,2206;2338;3919,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
429,4th Grade Math,4GM,,4. Multiplication,"4.1. Factors, Products, and Multiples",2440,4GM.4.1.5,4.1.5,Least Common Multiples,42,11,calculus-ii-prerequisite,blocker,79,17,39,2206,2206,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
430,4th Grade Math,4GM,,4. Multiplication,"4.1. Factors, Products, and Multiples",3935,4GM.4.1.6,4.1.6,Connecting Factors and Multiples,43,11,calculus-ii-prerequisite,blocker,80,17,36,2206,2206,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
431,4th Grade Math,4GM,,4. Multiplication,4.2. Multiplying Whole Numbers,3878,4GM.4.2.5,4.2.5,Multiplying Numbers Using Repeated Addition,49,11,calculus-ii-prerequisite,blocker,81,15,42,488;2206,488;2206,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
432,4th Grade Math,4GM,,4. Multiplication,4.3. Multiplying Whole Numbers Using Models,2417,4GM.4.3.4,4.3.4,Multi-Digit by One-Digit Multiplication Using Place Value,55,11,calculus-ii-prerequisite,blocker,82,16,44,2393;2416,2393;2416,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
433,4th Grade Math,4GM,,4. Multiplication,4.3. Multiplying Whole Numbers Using Models,2394,4GM.4.3.6,4.3.6,Two-Digit by Two-Digit Multiplication Using Place Value,57,11,calculus-ii-prerequisite,blocker,83,13,39,2416;2418,2416;2418,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
434,4th Grade Math,4GM,,5. Division,5.1. Dividing Whole Numbers,3952,4GM.5.1.5,5.1.5,Division With Remainders,62,11,calculus-ii-prerequisite,blocker,84,13,41,2206;2390;3949,2206;2390;3949,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
435,4th Grade Math,4GM,,6. Fractions & Decimals,6.1. Fractions,3951,4GM.6.1.3,6.1.3,Writing Unit Fractions in Words,76,11,calculus-ii-prerequisite,blocker,85,13,46,2206;2366;3885;7003,2206;2366;3885;7003,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
436,5th Grade Math,5GM,,4. Multiplying & Dividing Fractions,4.2. Dividing Fractions,533,5GM.4.2.3,4.2.3,Dividing Whole Numbers by Unit Fractions,56,11,calculus-ii-prerequisite,blocker,86,11,33,529;2392,529;2392,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
437,5th Grade Math,5GM,,4. Multiplying & Dividing Fractions,4.2. Dividing Fractions,530,5GM.4.2.5,4.2.5,Dividing Unit Fractions by Whole Numbers,58,11,calculus-ii-prerequisite,blocker,87,11,33,528;2392,528;2392,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
438,6th Grade Math,6GM,,5. The Number System- Rational Numbers,5.4. Exponents,2321,6GM.5.4.2,5.4.2,Evaluating Exponents,87,11,calculus-ii-prerequisite,blocker,88,13,28,2314;2392,2314;2392,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
439,4th Grade Math,4GM,,2. The Number System,2.2. Comparing Whole Numbers,3884,4GM.2.2.5,2.2.5,Rounding Up Whole Numbers,23,12,calculus-ii-prerequisite,blocker,89,11,39,3883,3883,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
440,4th Grade Math,4GM,,4. Multiplication,4.2. Multiplying Whole Numbers,3933,4GM.4.2.6,4.2.6,Multiplying Numbers Using Repeated Subtraction,50,12,calculus-ii-prerequisite,blocker,90,14,41,3878;3908,3878;3908,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
441,4th Grade Math,4GM,,5. Division,5.1. Dividing Whole Numbers,2391,4GM.5.1.6,5.1.6,Interpreting Remainders in Context,63,12,calculus-ii-prerequisite,blocker,91,14,38,3952,3952,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
442,4th Grade Math,4GM,,6. Fractions & Decimals,6.1. Fractions,3959,4GM.6.1.4,6.1.4,Writing Fractions in Words,77,12,calculus-ii-prerequisite,blocker,92,15,45,3951,3951,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
443,4th Grade Math,4GM,,6. Fractions & Decimals,6.2. Improper Fractions and Mixed Numbers,3898,4GM.6.2.4,6.2.4,Interpreting Division Problems as Mixed Numbers,82,12,calculus-ii-prerequisite,blocker,93,12,40,2206;2409;3893;3952;7008,2206;2409;3893;3952;7008,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
444,4th Grade Math,4GM,,6. Fractions & Decimals,6.3. Equivalent Fractions,2365,4GM.6.3.3,6.3.3,Least Common Denominators,87,12,calculus-ii-prerequisite,blocker,94,16,38,2363;2440,2363;2440,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
445,4th Grade Math,4GM,,6. Fractions & Decimals,6.4. Comparing Fractions,538,4GM.6.4.1,6.4.1,Comparing Fractions,89,12,calculus-ii-prerequisite,blocker,95,16,36,2324;3951,2324;3951,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
446,5th Grade Math,5GM,,2. Multiplying & Dividing Whole Numbers,2.1. Multiplying Whole Numbers,2291,5GM.2.1.3,2.1.3,Three- and Four-Digit by One-Digit Multiplication,12,12,calculus-ii-prerequisite,blocker,96,16,38,2392;2417,2392;2417,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
