row-order,course,course-code,course-profile-mastery-percent,unit,module,topic-id,topic-code,topic-number,topic-name,course-map-index,layer,profile-role,relation-to-334,pre-334-order,min-steps-to-334,max-steps-to-334,direct-prerequisite-ids,direct-profile-topic-ids,estimated-remaining-topic-weight,completed,last-completed-at,mastery-status,mastery-evidence,queue-position,queue-course,queue-prerequisite-for
618,Algebra I,AG1,,1. Equations & Inequalities,1.3. Linear Inequalities,458,AG1.1.3.4,1.3.4,Unions of Intervals,15,32,calculus-ii-prerequisite,blocker,268,11,17,4028,4028,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
619,Algebra I,AG1,,3. Units,3.1. Working With Units,2230,AG1.3.1.7,3.1.7,Determining Units in Formulas,65,32,calculus-ii-prerequisite,blocker,269,14,15,68;323;557;3872,68;323;557;3872,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
620,Algebra I,AG1,,5. Rational Expressions & Equations,5.1. Rational Expressions,423,AG1.5.1.3,5.1.3,Simplifying Rational Expressions by Factoring,86,32,calculus-ii-prerequisite,blocker,270,9,10,68;87,68;87,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
621,Algebra I,AG1,,6. Functions,6.1. Functions,470,AG1.6.1.1,6.1.1,Introduction to Functions,91,32,calculus-ii-prerequisite,blocker,271,9,22,64;589,64;589,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
622,Algebra I,AG1,,7. Absolute Value,"7.1. Absolute Value Expressions, Equations & Inequalities",75,AG1.7.1.2,7.1.2,Rules of Absolute Value,110,32,calculus-ii-prerequisite,blocker,272,11,12,96,96,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
623,Prealgebra,PAL,,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,67,PAL.5.2.2,5.2.2,Solving Linear Equations With Fractional Coefficients,112,33,calculus-ii-prerequisite,blocker,273,10,24,66;2202,66;2202,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
624,Prealgebra,PAL,,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,2270,PAL.5.2.3,5.2.3,Solving Linear Equations With Decimal Coefficients,113,33,calculus-ii-prerequisite,blocker,274,16,24,66,66,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
625,Prealgebra,PAL,,5. Equations & Inequalities,5.4. Graphs of Linear Equations,94,PAL.5.4.3,5.4.3,Two-Variable Linear Equations and Their Solutions,129,33,calculus-ii-prerequisite,blocker,275,12,23,66;92,66;92,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
626,Algebra I,AG1,,3. Units,3.1. Working With Units,2231,AG1.3.1.8,3.1.8,Selecting Units for Rates of Change,66,33,calculus-ii-prerequisite,blocker,276,13,14,2230;4196;4197,2230;4196;4197,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
627,Algebra I,AG1,,4. Radical Expressions,4.1. Radical Expressions,376,AG1.4.1.1,4.1.1,The Square Root of a Perfect Square With Algebraic Expressions,72,33,calculus-ii-prerequisite,blocker,277,10,11,75;1822,75;1822,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
628,Algebra I,AG1,,7. Absolute Value,"7.1. Absolute Value Expressions, Equations & Inequalities",384,AG1.7.1.4,7.1.4,Absolute Value Equations,112,33,calculus-ii-prerequisite,blocker,278,11,12,66;96;137,66;96;137,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
629,Algebra I,AG1,,8. Exponential Functions,8.1. Rules of Exponents,380,AG1.8.1.1,8.1.1,Writing Radical Expressions Using Fractional Exponents,123,33,calculus-ii-prerequisite,blocker,279,5,6,2607,2607,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
630,Algebra I,AG1,,9. Polynomials,9.1. Polynomials,655,AG1.9.1.1,9.1.1,Introduction to Polynomials,145,33,calculus-ii-prerequisite,blocker,280,11,21,470;2607,470;2607,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
631,Prealgebra,PAL,,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,343,PAL.5.2.4,5.2.4,Solving Linear Equations With Variables on Both Sides,114,34,calculus-ii-prerequisite,blocker,281,15,23,67;135;2270,67;135;2270,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
632,Prealgebra,PAL,,5. Equations & Inequalities,5.4. Graphs of Linear Equations,95,PAL.5.4.4,5.4.4,Graphing Linear Equations,130,34,calculus-ii-prerequisite,blocker,282,11,22,94,94,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
633,Algebra I,AG1,,4. Radical Expressions,4.1. Radical Expressions,381,AG1.4.1.3,4.1.3,The Cube Root of a Perfect Cube With Algebraic Expressions,74,34,calculus-ii-prerequisite,blocker,283,9,10,376;1819,376;1819,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
634,Algebra I,AG1,,7. Absolute Value,"7.1. Absolute Value Expressions, Equations & Inequalities",4029,AG1.7.1.5,7.1.5,Further Absolute Value Equations,113,34,calculus-ii-prerequisite,blocker,284,10,11,384,384,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
635,Algebra I,AG1,,9. Polynomials,9.1. Polynomials,657,AG1.9.1.2,9.1.2,The Degree of a Polynomial,146,34,calculus-ii-prerequisite,blocker,285,12,20,645;655,645;655,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
636,Prealgebra,PAL,,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,651,PAL.5.2.5,5.2.5,Solving Linear Equations by Clearing a Rational Expression,115,35,calculus-ii-prerequisite,blocker,286,14,22,343,343,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
637,Prealgebra,PAL,,5. Equations & Inequalities,5.4. Graphs of Linear Equations,97,PAL.5.4.5,5.4.5,Horizontal and Vertical Lines,131,35,calculus-ii-prerequisite,blocker,287,10,21,95,95,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
638,Algebra I,AG1,,1. Equations & Inequalities,1.4. Nonlinear Equations,430,AG1.1.4.1,1.4.1,Solving Equations Using the Square Root Method,23,35,calculus-ii-prerequisite,blocker,288,9,10,376;1927;2240;4029,376;1927;2240;4029,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
639,Algebra I,AG1,,9. Polynomials,9.1. Polynomials,1783,AG1.9.1.3,9.1.3,Simplifying Polynomials,147,35,calculus-ii-prerequisite,blocker,289,11,19,134;657,134;657,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
640,Prealgebra,PAL,,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,1413,PAL.5.2.6,5.2.6,Solving Linear Equations Using Cross-Multiplication,116,36,calculus-ii-prerequisite,blocker,290,13,21,137;651,137;651,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
641,Prealgebra,PAL,,5. Equations & Inequalities,5.4. Graphs of Linear Equations,396,PAL.5.4.6,5.4.6,Calculating Slopes of Straight Lines,132,36,calculus-ii-prerequisite,blocker,291,9,20,97;557;573;2183,97;557;573;2183,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
642,Algebra I,AG1,,1. Equations & Inequalities,1.2. Modeling With Linear Equations,426,AG1.1.2.2,1.2.2,Modeling With Linear Equations,6,36,calculus-ii-prerequisite,blocker,292,13,15,651;1024;2213,651;1024;2213,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
643,Algebra I,AG1,,9. Polynomials,9.1. Polynomials,349,AG1.9.1.4,9.1.4,The Distributive Law for Polynomials,148,36,calculus-ii-prerequisite,blocker,293,10,17,71;655;1783;3847,71;655;1783;3847,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
644,Algebra I,AG1,,9. Polynomials,9.1. Polynomials,81,AG1.9.1.5,9.1.5,Adding and Subtracting Polynomials,149,36,calculus-ii-prerequisite,blocker,294,11,18,137;1783,137;1783,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
645,Prealgebra,PAL,,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,356,PAL.5.2.7,5.2.7,Solving Two-Variable Equations,117,37,calculus-ii-prerequisite,blocker,295,12,20,1413,1413,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
646,Algebra I,AG1,,2. Two-Variable Equations & Inequalities,2.2. Modeling With Two-Variable Linear Equations,653,AG1.2.2.1,2.2.1,Modeling With Linear Equations in Two Variables,32,37,calculus-ii-prerequisite,blocker,296,12,14,426,426,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
647,Algebra I,AG1,,9. Polynomials,9.1. Polynomials,79,AG1.9.1.6,9.1.6,"Monomials, Binomials and Trinomials",150,37,calculus-ii-prerequisite,blocker,297,10,17,81,81,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
648,Algebra I,AG1,,2. Two-Variable Equations & Inequalities,2.1. Graphs of Linear Equations,1240,AG1.2.1.1,2.1.1,Equations of Lines in Slope-Intercept Form,26,38,calculus-ii-prerequisite,blocker,299,11,19,356;396,356;396,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
649,Algebra I,AG1,,9. Polynomials,9.1. Polynomials,371,AG1.9.1.7,9.1.7,Multiplying Binomials,151,38,calculus-ii-prerequisite,blocker,300,9,16,79;349;3873,79;349;3873,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
650,Algebra I,AG1,,9. Polynomials,9.2. Factoring Polynomials,2181,AG1.9.2.1,9.2.1,The Greatest Common Factor of Two Monomials,156,38,calculus-ii-prerequisite,blocker,301,10,15,79;85;811,79;85;811,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
651,Algebra I,AG1,,2. Two-Variable Equations & Inequalities,2.1. Graphs of Linear Equations,398,AG1.2.1.2,2.1.2,Properties of Lines Given in Slope-Intercept Form,27,39,calculus-ii-prerequisite,blocker,302,12,13,1240,1240,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
652,Algebra I,AG1,,2. Two-Variable Equations & Inequalities,2.1. Graphs of Linear Equations,418,AG1.2.1.3,2.1.3,Equations of Lines in Point-Slope Form,28,39,calculus-ii-prerequisite,blocker,303,15,16,138;1240,138;1240,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
653,Algebra I,AG1,,2. Two-Variable Equations & Inequalities,2.2. Modeling With Two-Variable Linear Equations,1588,AG1.2.2.3,2.2.3,Analyzing and Interpreting Graphs of Linear Equations,34,39,calculus-ii-prerequisite,blocker,304,12,13,653;1240;2231,653;1240;2231,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
654,Algebra I,AG1,,6. Functions,6.1. Functions,631,AG1.6.1.2,6.1.2,Visual Representations of Functions,92,39,calculus-ii-prerequisite,blocker,305,10,18,470;1240,470;1240,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
655,Algebra I,AG1,,9. Polynomials,9.1. Polynomials,360,AG1.9.1.9,9.1.9,Squaring Binomials,153,39,calculus-ii-prerequisite,blocker,306,8,15,371,371,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
656,Algebra I,AG1,,9. Polynomials,9.1. Polynomials,2275,AG1.9.1.11,9.1.11,The Difference of Squares Formula,155,39,calculus-ii-prerequisite,blocker,307,10,15,371;2012,371;2012,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
657,Algebra I,AG1,,9. Polynomials,9.2. Factoring Polynomials,353,AG1.9.2.2,9.2.2,Factoring Polynomials Using GCFs,157,39,calculus-ii-prerequisite,blocker,308,9,14,87;349;2181,87;349;2181,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
658,Algebra I,AG1,,10. Quadratic Equations & Functions,10.1. Quadratic Equations,813,AG1.10.1.1,10.1.1,Introduction to Quadratic Equations,165,39,calculus-ii-prerequisite,blocker,309,10,12,371,371,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
659,Algebra I,AG1,,2. Two-Variable Equations & Inequalities,2.2. Modeling With Two-Variable Linear Equations,3765,AG1.2.2.4,2.2.4,Further Modeling With Linear Equations in Two Variables,35,40,calculus-ii-prerequisite,blocker,310,11,12,398;653;1588,398;653;1588,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
660,Algebra I,AG1,,6. Functions,6.1. Functions,3821,AG1.6.1.3,6.1.3,Graphs of Functions,93,40,calculus-ii-prerequisite,blocker,311,9,17,631,631,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
661,Algebra I,AG1,,9. Polynomials,9.2. Factoring Polynomials,352,AG1.9.2.3,9.2.3,Factoring Perfect Square Trinomials,158,40,calculus-ii-prerequisite,blocker,312,10,14,360,360,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
662,Algebra I,AG1,,9. Polynomials,9.2. Factoring Polynomials,370,AG1.9.2.5,9.2.5,Factoring Differences of Squares,160,40,calculus-ii-prerequisite,blocker,313,9,14,2275,2275,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
663,Algebra I,AG1,,10. Quadratic Equations & Functions,10.1. Quadratic Equations,1424,AG1.10.1.4,10.1.4,The Zero Product Rule for Solving Quadratic Equations,168,40,calculus-ii-prerequisite,blocker,314,9,11,67;813,67;813,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
664,Algebra I,AG1,,6. Functions,6.1. Functions,802,AG1.6.1.4,6.1.4,The Domain of a Function,94,41,calculus-ii-prerequisite,blocker,315,10,16,458;3821,458;3821,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
665,Algebra I,AG1,,6. Functions,6.1. Functions,2220,AG1.6.1.13,6.1.13,Modeling With Linear Functions,103,41,calculus-ii-prerequisite,blocker,316,10,11,470;3765,470;3765,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
666,Algebra I,AG1,,9. Polynomials,9.2. Factoring Polynomials,382,AG1.9.2.4,9.2.4,Factoring Perfect Square Trinomials With Leading Coefficients,159,41,calculus-ii-prerequisite,blocker,317,9,11,352,352,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
667,Algebra I,AG1,,9. Polynomials,9.2. Factoring Polynomials,89,AG1.9.2.6,9.2.6,Factoring Trinomials,161,41,calculus-ii-prerequisite,blocker,318,11,13,352;353;370,352;353;370,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
668,Algebra I,AG1,,10. Quadratic Equations & Functions,10.1. Quadratic Equations,394,AG1.10.1.5,10.1.5,Solving Quadratic Equations Using a Difference of Squares,169,41,calculus-ii-prerequisite,blocker,319,8,9,370;430;1424,370;430;1424,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
669,Algebra I,AG1,,10. Quadratic Equations & Functions,10.1. Quadratic Equations,393,AG1.10.1.6,10.1.6,Solving Quadratic Equations with No Constant Term,170,41,calculus-ii-prerequisite,blocker,320,8,9,353;1424,353;1424,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
670,Algebra II,AG2,,2. Polynomials,2.2. Factoring Polynomials,441,AG2.2.2.4,2.2.4,Factoring Sums and Differences of Cubes,17,41,calculus-ii-prerequisite,blocker,321,8,9,370;381,370;381,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
671,Algebra I,AG1,,6. Functions,6.1. Functions,165,AG1.6.1.12,6.1.12,Piecewise Functions,102,42,calculus-ii-prerequisite,blocker,322,14,15,418;802,418;802,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
672,Algebra I,AG1,,6. Functions,6.1. Functions,6219,AG1.6.1.14,6.1.14,Constructing Linear Functions,104,42,calculus-ii-prerequisite,blocker,323,9,10,802;2220,802;2220,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
673,Algebra I,AG1,,9. Polynomials,9.2. Factoring Polynomials,3577,AG1.9.2.7,9.2.7,Factoring Trinomials Using Common Factors,162,42,calculus-ii-prerequisite,blocker,324,10,12,89,89,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
674,Algebra I,AG1,,9. Polynomials,9.2. Factoring Polynomials,372,AG1.9.2.8,9.2.8,Factoring Trinomials With Leading Coefficients,163,42,calculus-ii-prerequisite,blocker,325,10,12,89,89,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
675,Algebra I,AG1,,6. Functions,6.1. Functions,1985,AG1.6.1.16,6.1.16,Function Composition,106,43,calculus-ii-prerequisite,blocker,326,8,9,3821;6219,3821;6219,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
676,Algebra I,AG1,,9. Polynomials,9.2. Factoring Polynomials,4951,AG1.9.2.9,9.2.9,Further Factoring Trinomials With Leading Coefficients,164,43,calculus-ii-prerequisite,blocker,327,9,11,372;3577,372;3577,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
677,Algebra I,AG1,,10. Quadratic Equations & Functions,10.1. Quadratic Equations,375,AG1.10.1.7,10.1.7,Solving Quadratic Equations by Factoring,171,43,calculus-ii-prerequisite,blocker,328,9,10,1424;3577,1424;3577,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
678,Algebra I,AG1,,6. Functions,6.1. Functions,3817,AG1.6.1.17,6.1.17,Describing Function Composition,107,44,calculus-ii-prerequisite,blocker,330,7,8,360;1985,360;1985,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
679,Algebra I,AG1,,10. Quadratic Equations & Functions,10.1. Quadratic Equations,1422,AG1.10.1.8,10.1.8,Solving Quadratic Equations with Leading Coefficients by Factoring,172,44,calculus-ii-prerequisite,blocker,331,8,9,375;4951,375;4951,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
680,Algebra II,AG2,,2. Polynomials,2.2. Factoring Polynomials,2337,AG2.2.2.1,2.2.1,Further Factoring of Polynomials Using GCFs,14,44,calculus-ii-prerequisite,blocker,332,9,10,382;4951,382;4951,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
681,Algebra II,AG2,,2. Polynomials,2.2. Factoring Polynomials,2336,AG2.2.2.5,2.2.5,Factoring Biquadratic Expressions,18,44,calculus-ii-prerequisite,blocker,333,8,9,382;4951,382;4951,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
682,Algebra II,AG2,,5. Rational Expressions & Functions,5.1. Rational Expressions,1676,AG2.5.1.1,5.1.1,Simplifying Rational Expressions Using Polynomial Factorization,102,44,calculus-ii-prerequisite,blocker,334,8,9,423;4951,423;4951,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
683,Algebra II,AG2,,2. Polynomials,2.2. Factoring Polynomials,428,AG2.2.2.3,2.2.3,Factoring Cubic Expressions by Grouping,16,45,calculus-ii-prerequisite,blocker,336,8,9,2337,2337,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
684,Algebra II,AG2,,4. Exponentials & Logarithms,4.7. Modeling with Exponential Functions,237,AG2.4.7.2,4.7.2,Continuously Compounded Interest,100,41,scheduler-queue-topic,parallel-queue-topic,,,,870;1481,870;1481,1.00,0,,unresolved,,2,Algebra II,
685,Algebra II,AG2,,4. Exponentials & Logarithms,4.4. Logarithmic Equations,1551,AG2.4.4.2,4.4.2,Solving Logarithmic Equations Containing the Natural Logarithm,84,39,scheduler-queue-topic,historical-queue-topic,,,,226,226,0.00,1,2026-08-08 14:09,completed,activity-history,,,
686,Algebra II,AG2,,4. Exponentials & Logarithms,4.3. Exponential Equations,870,AG2.4.3.2,4.3.2,Solving Equations Containing the Exponential Function,79,40,scheduler-queue-prerequisite,parallel-queue-prerequisite,,,,1482,,0.00,1,2026-07-22 15:41,completed,activity-history;queue-checkmark,,,2
687,Algebra II,AG2,,4. Exponentials & Logarithms,4.7. Modeling with Exponential Functions,1481,AG2.4.7.1,4.7.1,Modeling With Compound Interest,99,40,scheduler-queue-prerequisite,parallel-queue-prerequisite,,,,1482;2464,,0.00,1,2026-07-29 18:26,completed,activity-history;queue-checkmark,,,2
688,Algebra II,AG2,,2. Polynomials,2.6. Graphs of Polynomials,2050,AG2.2.6.5,2.6.5,End Behavior of Polynomials,39,52,scheduler-queue-prerequisite,historical-queue-prerequisite,,,,2084,,0.00,0,,checked-prerequisite,queue-checkmark,,,
689,Algebra II,AG2,,4. Exponentials & Logarithms,4.4. Logarithmic Equations,226,AG2.4.4.1,4.4.1,Solving Logarithmic Equations,83,38,scheduler-queue-prerequisite,historical-queue-prerequisite,,,,66;1599,66,0.00,1,2026-07-15 14:22,completed,activity-history;queue-checkmark,,,
690,Algebra I,AG1,,2. Two-Variable Equations & Inequalities,2.2. Modeling With Two-Variable Linear Equations,1589,AG1.2.2.5,2.2.5,Distance-Time Graphs,36,43,scheduler-queue-prerequisite,historical-queue-prerequisite,,,,165;1588;3593,165;1588,0.00,0,,checked-prerequisite,queue-checkmark,,,
