topic-id,step-id,question-id,question-type,answer-cardinality,quiz-block-format,quiz-block-type,quiz-answer-labels,quiz-updated-courses,quiz-status,quiz-answer-source,quiz-answer-rule
6028,569877,287679,free-response,single,,,,,,,
6028,569880,287574,multiple-choice,single,,,,,,,
6028,569880,291503,multiple-choice,single,,,,,,,
6029,569324,293628,multiple-choice,single,,,,,,,
6029,569324,293632,free-response,single,,,,,,,
6029,569328,298915,free-response,single,,,,,,,
6029,569328,298920,free-response,single,,,,,,,
6029,569331,298888,multiple-choice,single,,,,,,,
6029,569331,298893,multiple-choice,single,,,,,,,
6031,568556,298439,multiple-choice,single,,,,,,,
6031,568556,298472,multiple-choice,single,,,,,,,
6031,568559,297977,multiple-choice,single,,,,,,,
6031,568559,297981,multiple-choice,single,,,,,,,
6031,568562,297986,multiple-choice,single,,,,,,,
6031,568562,297996,multiple-choice,single,,,,,,,
6032,569168,295683,free-response,single,,,,,,,
6032,569168,295694,free-response,single,,,,,,,
6032,569171,292824,free-response,single,,,,,,,
6032,569171,292825,free-response,single,,,,,,,
6032,569174,295769,multiple-choice,single,,,,,,,
6032,569174,295852,multiple-choice,single,,,,,,,
6032,569177,295830,multiple-choice,single,,,,,,,
6032,569177,295910,multiple-choice,single,,,,,,,
6033,569276,299899,multiple-choice,single,,,,,,,
6033,569276,300038,multiple-choice,single,,,,,,,
6033,569279,300288,multiple-choice,single,,,,,,,
6033,569279,300282,multiple-choice,single,,,,,,,
6033,569282,300301,free-response,single,,,,,,,
6033,569282,300306,free-response,single,,,,,,,
6033,569285,300054,multiple-choice,single,,,,,,,
6033,569285,300072,multiple-choice,single,,,,,,,
6034,569415,299049,multiple-choice,single,,,,,,,
6034,569415,299055,multiple-choice,single,,,,,,,
6034,569418,299040,multiple-choice,single,,,,,,,
6034,569418,299035,multiple-choice,single,,,,,,,
6034,569421,299075,multiple-choice,single,,,,,,,
6034,569421,299088,multiple-choice,single,,,,,,,
6035,521335,276340,multiple-choice,single,,,,,,,
6035,521335,276332,multiple-choice,single,,,,,,,
6035,521338,283585,multiple-choice,single,,,,,,,
6035,521338,276356,multiple-choice,single,,,,,,,
6035,521342,270457,multiple-choice,single,,,,,,,
6035,521342,276335,multiple-choice,single,,,,,,,
6036,531192,282513,multiple-choice,single,,,,,,,
6036,531192,282511,multiple-choice,single,,,,,,,
6036,531195,279332,free-response,single,,,,,,,
6036,531195,282497,free-response,single,,,,,,,
6036,531198,283262,multiple-choice,single,,,,,,,
6036,531198,282531,multiple-choice,single,,,,,,,
6036,531201,282523,multiple-choice,single,,,,,,,
6036,531201,283129,multiple-choice,single,,,,,,,
6036,531205,282527,multiple-choice,single,,,,,,,
6036,531205,282533,multiple-choice,single,,,,,,,
6039,568111,306463,multiple-choice,single,,,,,,,
6039,568111,306471,multiple-choice,single,,,,,,,
6039,568114,306666,multiple-choice,single,,,,,,,
6039,568114,306679,multiple-choice,single,,,,,,,
6039,568117,307028,multiple-choice,single,,,,,,,
6039,568117,307037,multiple-choice,single,,,,,,,
6039,568120,306483,multiple-choice,single,,,,,,,
6039,568120,306487,multiple-choice,single,,,,,,,
6040,570182,294879,multiple-choice,single,,,,,,,
6040,570182,295916,multiple-choice,single,,,,,,,
6040,570185,295948,free-response,single,,,,,,,
6040,570185,299252,multiple-choice,single,,,,,,,
6040,570188,294878,multiple-choice,single,,,,,,,
6040,570188,303287,multiple-choice,single,,,,,,,
6040,570191,321350,multiple-choice,single,,,,,,,
6040,570191,321354,multiple-choice,single,,,,,,,
6041,570551,299842,free-response,single,,,,,,,
6041,570551,296717,free-response,single,,,,,,,
6041,570554,309041,free-response,single,,,,,,,
6041,570554,309042,free-response,single,,,,,,,
6041,570557,299665,free-response,single,,,,,,,
6041,570557,303614,free-response,single,,,,,,,
6041,570560,308100,multiple-choice,single,,,,,,,
6041,570560,295929,multiple-choice,single,,,,,,,
6043,519729,293930,multiple-choice,single,,,,,,,
6043,519729,293133,multiple-choice,single,,,,,,,
6043,519732,285908,multiple-choice,single,,,,,,,
6043,519732,285910,multiple-choice,single,,,,,,,
6043,519735,293934,multiple-choice,single,,,,,,,
6043,519735,294048,multiple-choice,single,,,,,,,
6043,519738,293935,multiple-choice,single,,,,,,,
6043,519738,294049,multiple-choice,single,,,,,,,
6044,563356,287060,multiple-choice,single,,,,,,,
6044,563356,287061,multiple-choice,single,,,,,,,
6044,563359,284089,multiple-choice,single,,,,,,,
6044,563359,284100,multiple-choice,single,,,,,,,
6044,563362,285912,multiple-choice,single,,,,,,,
6044,563362,297270,multiple-choice,single,,,,,,,
6044,563365,287116,multiple-choice,single,,,,,,,
6044,563365,287126,multiple-choice,single,,,,,,,
6044,563368,287205,multiple-choice,single,,,,,,,
6044,563368,287207,multiple-choice,single,,,,,,,
6045,563077,284111,multiple-choice,single,,,,,,,
6045,563077,284113,multiple-choice,single,,,,,,,
6045,563081,284115,multiple-choice,single,,,,,,,
6045,563081,284112,multiple-choice,single,,,,,,,
6045,563084,284180,multiple-choice,single,,,,,,,
6045,563084,297219,multiple-choice,single,,,,,,,
6046,571059,306836,multiple-choice,single,,,,,,,
6046,571059,306837,multiple-choice,single,,,,,,,
6046,571063,308151,multiple-choice,single,,,,,,,
6046,571063,308165,multiple-choice,single,,,,,,,
6046,571066,306840,multiple-choice,single,,,,,,,
6046,571066,308192,multiple-choice,single,,,,,,,
6048,573430,288566,multiple-choice,single,,,,,,,
6048,573430,288572,multiple-choice,single,,,,,,,
6048,573434,289762,multiple-choice,single,,,,,,,
6048,573434,288567,multiple-choice,single,,,,,,,
6048,573437,288620,multiple-choice,single,,,,,,,
6048,573437,300076,multiple-choice,single,,,,,,,
6048,573440,289799,multiple-choice,single,,,,,,,
6048,573440,300343,multiple-choice,single,,,,,,,
6049,573376,299410,multiple-choice,single,,,,,,,
6049,573376,299412,multiple-choice,single,,,,,,,
6049,573379,299775,multiple-choice,single,,,,,,,
6049,573379,299778,multiple-choice,single,,,,,,,
6049,573382,299768,multiple-choice,single,,,,,,,
6049,573382,299760,multiple-choice,single,,,,,,,
6052,572415,295637,multiple-choice,single,,,,,,,
6052,572415,295614,multiple-choice,single,,,,,,,
6052,572418,299494,multiple-choice,single,,,,,,,
6052,572418,299502,multiple-choice,single,,,,,,,
6052,572421,299290,multiple-choice,single,,,,,,,
6052,572421,299458,multiple-choice,single,,,,,,,
6053,572508,297556,multiple-choice,single,,,,,,,
6053,572508,297563,multiple-choice,single,,,,,,,
6053,572511,297559,multiple-choice,single,,,,,,,
6053,572511,297615,multiple-choice,single,,,,,,,
6053,572514,317874,multiple-choice,single,,,,,,,
6053,572514,317687,multiple-choice,single,,,,,,,
6053,572517,303981,multiple-choice,single,,,,,,,
6053,572517,305076,multiple-choice,single,,,,,,,
6053,572520,304003,multiple-choice,single,,,,,,,
6053,572520,304049,multiple-choice,single,,,,,,,
6055,574279,306319,multiple-choice,single,,,,,,,
6055,574279,306322,multiple-choice,single,,,,,,,
6055,574282,306329,free-response,single,,,,,,,
6055,574282,306318,free-response,single,,,,,,,
6055,574285,306328,multiple-choice,single,,,,,,,
6055,574285,306317,free-response,single,,,,,,,
6055,574288,308945,free-response,single,,,,,,,
6055,574288,308951,free-response,single,,,,,,,
6056,574173,307949,multiple-choice,single,,,,,,,
6056,574173,307959,multiple-choice,single,,,,,,,
6056,574176,307900,multiple-choice,single,,,,,,,
6056,574176,307909,multiple-choice,single,,,,,,,
6056,574179,307978,multiple-choice,single,,,,,,,
6056,574179,307990,multiple-choice,single,,,,,,,
6056,574182,308583,multiple-choice,single,,,,,,,
6056,574182,308586,multiple-choice,single,,,,,,,
6058,574603,308529,multiple-choice,single,,,,,,,
6058,574603,308535,multiple-choice,single,,,,,,,
6058,574606,308542,multiple-choice,single,,,,,,,
6058,574606,308551,multiple-choice,single,,,,,,,
6058,574609,308507,multiple-choice,single,,,,,,,
6058,574609,308511,multiple-choice,single,,,,,,,
6058,574612,308562,multiple-choice,single,,,,,,,
6058,574612,308567,multiple-choice,single,,,,,,,
6058,574615,283351,multiple-choice,single,,,,,,,
6058,574615,283353,multiple-choice,single,,,,,,,
6059,574681,307770,multiple-choice,single,,,,,,,
6059,574681,307777,multiple-choice,single,,,,,,,
6059,574684,306046,multiple-choice,single,,,,,,,
6059,574684,306048,free-response,single,,,,,,,
6059,574687,308152,multiple-choice,single,,,,,,,
6059,574687,308155,multiple-choice,single,,,,,,,
6061,571621,311244,multiple-choice,single,,,,,,,
6061,571621,311252,multiple-choice,single,,,,,,,
6061,571624,306590,multiple-choice,single,,,,,,,
6061,571624,306594,multiple-choice,single,,,,,,,
6061,571627,306593,multiple-choice,single,,,,,,,
6061,571627,311215,multiple-choice,single,,,,,,,
6061,571630,306603,multiple-choice,single,,,,,,,
6061,571630,311437,multiple-choice,single,,,,,,,
6062,571441,287707,multiple-choice,single,,,,,,,
6062,571441,287698,multiple-choice,single,,,,,,,
6062,571444,288799,multiple-choice,single,,,,,,,
6062,571444,294782,multiple-choice,single,,,,,,,
6062,571447,295606,multiple-choice,single,,,,,,,
6062,571447,295613,multiple-choice,single,,,,,,,
6062,571450,297369,multiple-choice,single,,,,,,,
6062,571450,287709,multiple-choice,single,,,,,,,
6063,571970,307209,multiple-choice,single,,,,,,,
6063,571970,307216,multiple-choice,single,,,,,,,
6063,571973,307301,free-response,single,,,,,,,
6063,571973,307308,free-response,single,,,,,,,
6063,571976,307310,multiple-choice,single,,,,,,,
6063,571976,307365,multiple-choice,single,,,,,,,
6063,571979,297686,multiple-choice,single,,,,,,,
6063,571979,297728,multiple-choice,single,,,,,,,
6064,572322,308680,multiple-choice,single,,,,,,,
6064,572322,308688,multiple-choice,single,,,,,,,
6064,572325,308696,multiple-choice,single,,,,,,,
6064,572325,309594,multiple-choice,single,,,,,,,
6064,572328,309277,multiple-choice,single,,,,,,,
6064,572328,309444,multiple-choice,single,,,,,,,
6064,572331,307181,multiple-choice,single,,,,,,,
6064,572331,311812,multiple-choice,single,,,,,,,
6064,572334,309445,multiple-choice,single,,,,,,,
6064,572334,309492,multiple-choice,single,,,,,,,
6065,572800,305841,free-response,single,,,,,,,
6065,572800,306564,multiple-choice,single,,,,,,,
6065,572803,307081,multiple-choice,single,,,,,,,
6065,572803,307083,multiple-choice,single,,,,,,,
6065,572806,305790,multiple-choice,single,,,,,,,
6065,572806,305795,multiple-choice,single,,,,,,,
6065,572810,307050,multiple-choice,single,,,,,,,
6065,572810,307055,multiple-choice,single,,,,,,,
6065,572813,305183,multiple-choice,single,,,,,,,
6065,572813,306236,multiple-choice,single,,,,,,,
6066,573074,305540,multiple-choice,single,,,,,,,
6066,573074,312601,multiple-choice,single,,,,,,,
6066,573077,305544,multiple-choice,single,,,,,,,
6066,573077,311961,multiple-choice,single,,,,,,,
6066,573080,305539,multiple-choice,single,,,,,,,
6066,573080,309342,multiple-choice,single,,,,,,,
6069,562323,285009,multiple-choice,single,,,,,,,
6069,562323,285508,multiple-choice,single,,,,,,,
6069,562327,288617,free-response,single,,,,,,,
6069,562327,288618,free-response,single,,,,,,,
6069,562330,286398,free-response,single,,,,,,,
6069,562330,286405,free-response,single,,,,,,,
6070,562425,284402,multiple-choice,single,,,,,,,
6070,562425,284412,multiple-choice,single,,,,,,,
6070,562429,291219,multiple-choice,single,,,,,,,
6070,562429,291236,multiple-choice,single,,,,,,,
6070,562432,284423,multiple-choice,single,,,,,,,
6070,562432,284393,multiple-choice,single,,,,,,,
6070,562435,291560,multiple-choice,single,,,,,,,
6070,562435,291561,multiple-choice,single,,,,,,,
6071,562554,287858,multiple-choice,single,,,,,,,
6071,562554,287926,multiple-choice,single,,,,,,,
6071,562557,287868,free-response,single,,,,,,,
6071,562557,287924,free-response,single,,,,,,,
6071,562560,287828,multiple-choice,single,,,,,,,
6071,562560,287844,multiple-choice,single,,,,,,,
6072,562767,306412,multiple-choice,single,,,,,,,
6072,562767,306416,multiple-choice,single,,,,,,,
6072,562770,307046,multiple-choice,single,,,,,,,
6072,562770,290795,free-response,single,,,,,,,
6072,562773,288656,multiple-choice,single,,,,,,,
6072,562773,288679,multiple-choice,single,,,,,,,
6072,562776,307605,free-response,single,,,,,,,
6072,562776,307613,free-response,single,,,,,,,
6073,552053,325400,multiple-choice,single,,,,,,,
6073,552053,306440,multiple-choice,single,,,,,,,
6073,552056,309503,multiple-choice,single,,,,,,,
6073,552056,306430,multiple-choice,single,,,,,,,
6073,552059,309596,multiple-choice,single,,,,,,,
6073,552059,311007,multiple-choice,single,,,,,,,
6073,552062,311287,multiple-choice,single,,,,,,,
6073,552062,311002,multiple-choice,single,,,,,,,
6073,552065,325423,multiple-choice,single,,,,,,,
6073,552065,325424,multiple-choice,single,,,,,,,
6077,551106,283763,multiple-choice,single,,,,,,,
6077,551106,297399,multiple-choice,single,,,,,,,
6077,551109,283758,multiple-choice,single,,,,,,,
6077,551109,283759,multiple-choice,single,,,,,,,
6077,551113,283762,multiple-choice,single,,,,,,,
6077,551113,284091,multiple-choice,single,,,,,,,
6077,551117,283494,free-response,single,,,,,,,
6077,551117,319200,free-response,single,,,,,,,
6077,551121,284096,multiple-choice,single,,,,,,,
6077,551121,284101,multiple-choice,single,,,,,,,
6079,561063,287079,multiple-choice,single,,,,,,,
6079,561063,287151,multiple-choice,single,,,,,,,
6079,561066,285273,multiple-choice,single,,,,,,,
6079,561066,285276,multiple-choice,single,,,,,,,
6079,561069,287229,multiple-choice,single,,,,,,,
6079,561069,287250,multiple-choice,single,,,,,,,
6079,561072,287817,multiple-choice,single,,,,,,,
6079,561072,288080,multiple-choice,single,,,,,,,
6081,561923,282819,multiple-choice,single,,,,,,,
6081,561923,282858,multiple-choice,single,,,,,,,
6081,561927,282844,multiple-choice,single,,,,,,,
6081,561927,284698,multiple-choice,single,,,,,,,
6081,561930,282818,multiple-choice,single,,,,,,,
6081,561930,282861,multiple-choice,single,,,,,,,
6083,560632,283592,multiple-choice,single,,,,,,,
6083,560632,283597,multiple-choice,single,,,,,,,
6083,560635,294804,multiple-choice,single,,,,,,,
6083,560635,294811,multiple-choice,single,,,,,,,
6083,560638,295662,multiple-choice,single,,,,,,,
6083,560638,295665,multiple-choice,single,,,,,,,
6084,560498,290897,multiple-choice,single,,,,,,,
6084,560498,277712,multiple-choice,single,,,,,,,
6084,560502,283130,multiple-choice,single,,,,,,,
6084,560502,283138,multiple-choice,single,,,,,,,
6084,560506,283470,multiple-choice,single,,,,,,,
6084,560506,290119,multiple-choice,single,,,,,,,
6084,560509,283500,multiple-choice,single,,,,,,,
6084,560509,290642,multiple-choice,single,,,,,,,
6085,478690,292438,multiple-choice,single,,,,,,,
6085,478690,292448,multiple-choice,single,,,,,,,
6085,478694,292451,multiple-choice,single,,,,,,,
6085,478694,292919,multiple-choice,single,,,,,,,
6085,478697,292454,multiple-choice,single,,,,,,,
6085,478697,293155,multiple-choice,single,,,,,,,
6085,478701,292459,multiple-choice,single,,,,,,,
6085,478701,292462,multiple-choice,single,,,,,,,
6086,477234,287595,multiple-choice,single,,,,,,,
6086,477234,287596,multiple-choice,single,,,,,,,
6086,477238,287598,multiple-choice,single,,,,,,,
6086,477238,287600,multiple-choice,single,,,,,,,
6087,489591,304788,multiple-choice,single,,,,,,,
6087,489591,304789,multiple-choice,single,,,,,,,
6087,489594,304803,multiple-choice,single,,,,,,,
6087,489594,304792,multiple-choice,single,,,,,,,
6087,489597,304790,multiple-choice,single,,,,,,,
6087,489597,304801,free-response,single,,,,,,,
6088,534949,26551,multiple-choice,single,,,,,,,
6088,534949,134876,multiple-choice,single,,,,,,,
6088,534952,318035,multiple-choice,single,,,,,,,
6088,534952,317695,multiple-choice,single,,,,,,,
6091,492986,306269,multiple-choice,single,,,,,,,
6091,492986,306270,multiple-choice,single,,,,,,,
6091,492990,288147,multiple-choice,single,,,,,,,
6091,492990,288148,multiple-choice,single,,,,,,,
6091,492993,288149,multiple-choice,single,,,,,,,
6091,492993,289533,multiple-choice,single,,,,,,,
6091,492996,288150,multiple-choice,single,,,,,,,
6091,492996,289575,multiple-choice,single,,,,,,,
6092,476437,288050,multiple-choice,single,,,,,,,
6092,476437,288052,free-response,single,,,,,,,
6092,476440,288053,multiple-choice,single,,,,,,,
6092,476440,288054,free-response,single,,,,,,,
6092,476443,288055,multiple-choice,single,,,,,,,
6092,476443,288057,free-response,single,,,,,,,
6103,476277,288499,multiple-choice,single,,,,,,,
6103,476277,288501,multiple-choice,single,,,,,,,
6103,476280,288502,multiple-choice,single,,,,,,,
6103,476280,288503,multiple-choice,single,,,,,,,
6103,476284,288504,free-response,multi,,,,,,,
6103,476284,288497,multiple-choice,single,,,,,,,
6106,478632,290846,multiple-choice,single,,,,,,,
6106,478632,290843,multiple-choice,single,,,,,,,
6106,478635,291023,multiple-choice,single,,,,,,,
6106,478635,290847,multiple-choice,single,,,,,,,
6106,478638,290858,multiple-choice,single,,,,,,,
6106,478638,291064,multiple-choice,single,,,,,,,
6142,477425,292626,multiple-choice,single,,,,,,,
6142,477425,292627,free-response,single,,,,,,,
6142,477428,292631,multiple-choice,single,,,,,,,
6142,477428,292632,free-response,single,,,,,,,
6142,477431,292639,free-response,single,,,,,,,
6142,477431,292643,multiple-choice,single,,,,,,,
6147,486780,301746,multiple-choice,single,,,,,,,
6147,486780,302025,multiple-choice,single,,,,,,,
6147,486784,301682,multiple-choice,single,,,,,,,
6147,486784,301684,multiple-choice,single,,,,,,,
6147,486787,301705,multiple-choice,single,,,,,,,
6147,486787,301701,multiple-choice,single,,,,,,,
6147,486790,301712,multiple-choice,single,,,,,,,
6147,486790,301710,multiple-choice,single,,,,,,,
6148,477211,289001,multiple-choice,single,,,,,,,
6148,477211,289675,multiple-choice,single,,,,,,,
6148,477214,289083,multiple-choice,single,,,,,,,
6148,477214,289090,multiple-choice,single,,,,,,,
6148,477218,289068,multiple-choice,single,,,,,,,
6148,477218,289080,multiple-choice,single,,,,,,,
6149,483692,301258,multiple-choice,single,,,,,,,
6149,483692,301259,multiple-choice,single,,,,,,,
6149,483695,301264,multiple-choice,single,,,,,,,
6149,483695,301513,multiple-choice,single,,,,,,,
6149,483699,301532,multiple-choice,single,,,,,,,
6149,483699,301537,multiple-choice,single,,,,,,,
6149,483703,301549,multiple-choice,single,,,,,,,
6149,483703,301552,multiple-choice,single,,,,,,,
6150,476656,289479,multiple-choice,single,,,,,,,
6150,476656,289151,multiple-choice,single,,,,,,,
6150,476659,289162,multiple-choice,single,,,,,,,
6150,476659,289548,multiple-choice,single,,,,,,,
6150,476663,289164,multiple-choice,single,,,,,,,
6150,476663,289165,multiple-choice,single,,,,,,,
6153,502146,310302,multiple-choice,single,,,,,,,
6153,502146,310357,multiple-choice,single,,,,,,,
6153,502149,310304,multiple-choice,single,,,,,,,
6153,502149,310303,multiple-choice,single,,,,,,,
6153,502154,310305,multiple-choice,single,,,,,,,
6153,502154,311009,multiple-choice,single,,,,,,,
6153,502157,310308,multiple-choice,single,,,,,,,
6153,502157,311395,multiple-choice,single,,,,,,,
6155,494275,304056,multiple-choice,single,,,,,,,
6155,494275,304070,multiple-choice,single,,,,,,,
6155,494279,304317,multiple-choice,single,,,,,,,
6155,494279,304061,multiple-choice,single,,,,,,,
6155,494282,304066,multiple-choice,single,,,,,,,
6155,494282,304322,multiple-choice,single,,,,,,,
6156,494249,303989,multiple-choice,single,,,,,,,
6156,494249,304030,free-response,single,,,,,,,
6156,494253,304004,multiple-choice,single,,,,,,,
6156,494253,304006,multiple-choice,single,,,,,,,
6156,494258,303999,multiple-choice,single,,,,,,,
6156,494258,304000,free-response,single,,,,,,,
6172,483095,301073,multiple-choice,single,,,,,,,
6172,483095,301074,multiple-choice,single,,,,,,,
6172,483098,301075,multiple-choice,single,,,,,,,
6172,483098,301077,multiple-choice,single,,,,,,,
6172,483101,301087,multiple-choice,single,,,,,,,
6172,483101,301101,multiple-choice,single,,,,,,,
6173,484126,301588,multiple-choice,single,,,,,,,
6173,484126,301605,multiple-choice,single,,,,,,,
6173,484129,301596,multiple-choice,single,,,,,,,
6173,484129,301594,multiple-choice,single,,,,,,,
6173,484133,301614,multiple-choice,single,,,,,,,
6173,484133,301637,multiple-choice,single,,,,,,,
6174,486086,291707,multiple-choice,single,,,,,,,
6174,486086,301200,multiple-choice,single,,,,,,,
6174,486089,291449,multiple-choice,single,,,,,,,
6174,486089,291445,multiple-choice,single,,,,,,,
6175,478508,292336,multiple-choice,single,,,,,,,
6175,478508,292366,free-response,single,,,,,,,
6175,478511,292380,multiple-choice,single,,,,,,,
6175,478511,292850,free-response,single,,,,,,,
6175,478514,292337,multiple-choice,single,,,,,,,
6175,478514,292350,free-response,single,,,,,,,
6175,500558,310588,multiple-choice,single,,,,,,,
6175,500558,310566,multiple-choice,single,,,,,,,
6176,502797,296253,free-response,single,,,,,,,
6176,502797,296291,free-response,single,,,,,,,
6176,502801,296350,free-response,single,,,,,,,
6176,502801,296691,multiple-choice,single,,,,,,,
6176,502805,310388,multiple-choice,single,,,,,,,
6176,502805,311384,multiple-choice,single,,,,,,,
6177,502873,297512,free-response,multi,,,,,,,
6177,502873,297524,free-response,multi,,,,,,,
6177,502877,297629,free-response,multi,,,,,,,
6177,502877,297576,free-response,multi,,,,,,,
6177,502881,310397,multiple-choice,single,,,,,,,
6177,502881,310398,multiple-choice,single,,,,,,,
6178,478683,291542,free-response,single,,,,,,,
6178,478683,293330,free-response,single,,,,,,,
6178,478686,291544,multiple-choice,single,,,,,,,
6178,478686,291545,free-response,single,,,,,,,
6179,478673,292786,free-response,single,,,,,,,
6179,478673,293757,multiple-choice,single,,,,,,,
6179,478676,293785,multiple-choice,single,,,,,,,
6179,478676,292827,free-response,single,,,,,,,
6179,478679,293872,free-response,single,,,,,,,
6179,478679,292851,multiple-choice,single,,,,,,,
6184,479415,293949,free-response,single,,,,,,,
6184,479415,292745,multiple-choice,single,,,,,,,
6184,479418,293964,multiple-choice,single,,,,,,,
6184,479418,292858,free-response,single,,,,,,,
6184,479421,293990,multiple-choice,single,,,,,,,
6184,479421,293985,free-response,single,,,,,,,
6185,478498,4404,multiple-choice,single,,,,,,,
6185,478498,111075,multiple-choice,single,,,,,,,
6185,478501,34502,multiple-choice,single,,,,,,,
6185,478501,34860,multiple-choice,single,,,,,,,
6185,478504,111100,multiple-choice,single,,,,,,,
6185,478504,34505,multiple-choice,single,,,,,,,
6186,484307,296196,multiple-choice,single,,,,,,,
6186,484307,294747,multiple-choice,single,,,,,,,
6186,484310,295616,multiple-choice,single,,,,,,,
6186,484310,295617,multiple-choice,single,,,,,,,
6186,484313,301313,multiple-choice,single,,,,,,,
6186,484313,296201,multiple-choice,single,,,,,,,
6187,486838,294644,free-response,multi,,,,,,,
6187,486838,294642,free-response,multi,,,,,,,
6187,486841,294649,free-response,multi,,,,,,,
6187,486841,294686,free-response,multi,,,,,,,
6188,531957,296680,select-list,multi,,,,,,,
6188,531957,301384,select-list,multi,,,,,,,
6188,531963,316116,select-list,multi,,,,,,,
6188,531963,316159,select-list,multi,,,,,,,
6188,531966,316134,select-list,multi,,,,,,,
6188,531966,316173,select-list,multi,,,,,,,
6188,531969,316131,select-list,multi,,,,,,,
6188,531969,315982,select-list,multi,,,,,,,
6190,502739,297850,multiple-choice,single,,,,,,,
6190,502739,297867,multiple-choice,single,,,,,,,
6190,502744,301566,free-response,single,,,,,,,
6190,502744,296710,free-response,single,,,,,,,
6190,502748,301001,multiple-choice,single,,,,,,,
6190,502748,301023,multiple-choice,single,,,,,,,
6191,482549,293556,multiple-choice,single,,,,,,,
6191,482549,293552,multiple-choice,single,,,,,,,
6191,482552,297780,select-list,multi,,,,,,,
6191,482552,296422,select-list,multi,,,,,,,
6191,482555,298351,select-list,multi,,,,,,,
6191,482555,297823,select-list,multi,,,,,,,
6192,486269,293569,multiple-choice,single,,,,,,,
6192,486269,293568,multiple-choice,single,,,,,,,
6192,486272,295465,select-list,multi,,,,,,,
6192,486272,295486,select-list,multi,,,,,,,
6192,486275,298358,select-list,multi,,,,,,,
6192,486275,298421,select-list,multi,,,,,,,
6192,486278,298591,select-list,multi,,,,,,,
6192,486278,298628,select-list,multi,,,,,,,
6193,484317,293582,multiple-choice,single,,,,,,,
6193,484317,293576,multiple-choice,single,,,,,,,
6193,484320,298428,select-list,multi,,,,,,,
6193,484320,301008,select-list,multi,,,,,,,
6193,484323,298430,select-list,multi,,,,,,,
6193,484323,298442,select-list,multi,,,,,,,
6198,508150,298834,multiple-choice,single,,,,,,,
6198,508150,298826,multiple-choice,single,,,,,,,
6198,508154,301840,multiple-choice,single,,,,,,,
6198,508154,298818,multiple-choice,single,,,,,,,
6198,508158,311547,multiple-choice,single,,,,,,,
6198,508158,311512,multiple-choice,single,,,,,,,
6202,486436,243057,multiple-choice,single,,,,,,,
6202,486436,243060,multiple-choice,single,,,,,,,
6202,486440,23494,multiple-choice,single,,,,,,,
6202,486440,243078,multiple-choice,single,,,,,,,
6202,486443,23549,multiple-choice,single,,,,,,,
6202,486443,243054,multiple-choice,single,,,,,,,
6202,486446,23551,multiple-choice,single,,,,,,,
6202,486446,243073,multiple-choice,single,,,,,,,
6206,481994,300844,multiple-choice,single,,,,,,,
6206,481994,300842,multiple-choice,single,,,,,,,
6206,481998,300850,multiple-choice,single,,,,,,,
6206,481998,300849,multiple-choice,single,,,,,,,
6206,486249,300857,multiple-choice,single,,,,,,,
6206,486249,300856,multiple-choice,single,,,,,,,
6206,486253,300859,multiple-choice,single,,,,,,,
6206,486253,300860,multiple-choice,single,,,,,,,
6207,620393,300864,multiple-choice,single,,,,,,,
6207,620393,300874,free-response,single,,,,,,,
6207,620396,300891,multiple-choice,single,,,,,,,
6207,620396,357032,free-response,single,,,,,,,
6207,620400,300908,multiple-choice,single,,,,,,,
6207,620400,300896,multiple-choice,single,,,,,,,
6212,486558,301069,select-list,multi,,,,,,,
6212,486558,301764,select-list,multi,,,,,,,
6212,486562,301066,multiple-choice,single,,,,,,,
6212,486562,301067,multiple-choice,single,,,,,,,
6212,486566,301057,multiple-choice,single,,,,,,,
6212,486566,301060,multiple-choice,single,,,,,,,
6213,486215,301160,select-list,multi,,,,,,,
6213,486215,301585,select-list,multi,,,,,,,
6213,486219,301149,multiple-choice,single,,,,,,,
6213,486219,301190,multiple-choice,single,,,,,,,
6213,486223,301146,multiple-choice,single,,,,,,,
6213,486223,301246,multiple-choice,single,,,,,,,
6214,483393,301147,multiple-choice,single,,,,,,,
6214,483393,301175,multiple-choice,single,,,,,,,
6214,483396,301151,multiple-choice,single,,,,,,,
6214,483396,301177,multiple-choice,single,,,,,,,
6214,483399,301272,multiple-choice,single,,,,,,,
6214,483399,301271,multiple-choice,single,,,,,,,
6214,483404,301276,multiple-choice,single,,,,,,,
6214,483404,301277,multiple-choice,single,,,,,,,
6215,487458,302321,multiple-choice,single,,,,,,,
6215,487458,301294,multiple-choice,single,,,,,,,
6215,487462,302338,multiple-choice,single,,,,,,,
6215,487462,301362,multiple-choice,single,,,,,,,
6215,487465,301309,multiple-choice,single,,,,,,,
6215,487465,301319,multiple-choice,single,,,,,,,
6215,487469,301324,multiple-choice,single,,,,,,,
6215,487469,301338,multiple-choice,single,,,,,,,
6216,488202,301381,multiple-choice,single,,,,,,,
6216,488202,301383,multiple-choice,single,,,,,,,
6216,488207,301875,multiple-choice,single,,,,,,,
6216,488207,301389,multiple-choice,single,,,,,,,
6216,488212,301595,multiple-choice,single,,,,,,,
6216,488212,301597,multiple-choice,single,,,,,,,
6216,488218,301621,multiple-choice,single,,,,,,,
6216,488218,301611,multiple-choice,single,,,,,,,
6217,486805,301812,multiple-choice,single,,,,,,,
6217,486805,301811,multiple-choice,single,,,,,,,
6217,486809,301822,multiple-choice,single,,,,,,,
6217,486809,301823,multiple-choice,single,,,,,,,
